,listing_id,date,available,price
20207958,5961382,2018-11-16,f,
7541506,23030381,2019-01-07,f,
18407757,20460034,2018-07-23,t,$213.00
1951217,9328947,2018-12-14,f,
14036109,10250889,2019-01-31,f,
13995959,23631457,2019-01-31,f,
14693956,15783031,2018-09-11,f,
5371337,7700378,2018-03-11,f,
6620635,13710604,2018-06-16,f,
2938965,7830412,2018-03-22,f,
20718074,20041421,2018-05-01,f,
9453574,1002506,2018-11-12,f,
3742727,23538040,2019-02-18,t,$95.00
20371270,6353611,2018-04-29,f,
20648570,11711941,2018-07-19,f,
17844982,22511149,2018-08-19,f,
13126914,1347693,2018-12-30,t,$65.00
13128465,17828359,2018-09-15,f,
10601740,16460991,2018-10-04,f,
4713849,5662637,2018-07-12,t,$260.00
19607033,21548407,2018-04-12,f,
12021371,17035729,2018-09-18,f,
4103606,6197956,2018-06-03,f,
3437438,7080103,2018-07-15,f,
5668455,13304208,2019-03-02,f,
10276877,5711944,2018-05-09,f,
21092974,7147481,2018-03-19,f,
3924139,20601111,2019-02-10,f,
20085754,18223480,2018-08-04,f,
3729167,7397984,2018-04-14,t,$90.00
19037760,174650,2018-09-02,t,$100.00
915743,6912344,2018-10-25,f,
2160294,7315704,2018-07-27,t,$45.00
1295293,7528590,2019-01-05,f,
10999121,6437019,2018-07-06,f,
9937351,2486479,2019-01-19,t,$57.00
18559182,1292170,2019-02-08,f,
18258618,23573293,2018-06-11,t,$120.00
12764370,1348135,2018-11-19,t,$78.00
5230872,22026980,2019-01-08,t,$106.00
10357970,23556752,2019-03-07,t,$160.00
709,22790780,2018-03-29,f,
7741429,7738022,2018-07-04,f,
6307675,73458,2018-10-08,t,$27.00
1725338,12922757,2018-03-24,f,
13346072,21079378,2018-08-07,f,
18857833,16112345,2018-09-02,f,
12973988,4300128,2019-01-03,t,$45.00
12724663,3428423,2019-01-04,f,
9828251,21735528,2018-06-19,f,
19274798,3481870,2018-05-20,f,
8479098,21258796,2018-10-09,f,
20423690,16062539,2018-11-05,f,
8282746,13107570,2018-09-20,f,
21811906,20019228,2019-02-03,f,
1938716,16459428,2018-05-22,f,
2131317,15840514,2018-10-20,f,
12540295,22803412,2018-03-18,f,
650544,13034381,2018-11-06,f,
16055029,16008420,2018-07-22,t,$80.00
3311601,13059521,2018-04-21,f,
20320599,23164261,2019-01-15,f,
3565862,6937089,2018-08-13,f,
18568783,2453424,2018-10-12,f,
10824463,19204354,2019-02-12,f,
8963629,7282726,2018-12-09,f,
3578384,11939026,2018-04-20,f,
2188537,1796713,2018-03-10,t,$64.00
16300259,14006928,2018-11-25,f,
18944418,15516300,2018-06-05,f,
18214062,19130640,2018-07-16,f,
15199217,11542239,2018-12-28,t,$60.00
12056638,11542523,2018-04-19,f,
18758363,156309,2019-02-27,t,$80.00
8226249,21796588,2018-07-06,f,
15915351,474612,2018-12-21,f,
2456544,3245443,2018-11-08,f,
17972462,2027881,2018-07-23,f,
8775158,16273721,2018-08-24,t,$90.00
7322395,20647957,2018-10-28,f,
20886475,9641166,2018-10-03,f,
4960087,15529951,2018-05-28,f,
16409597,8711738,2018-05-20,f,
2730484,20614280,2018-05-26,f,
16892312,15505433,2018-08-21,f,
7308596,21957393,2018-07-08,f,
13516898,13599897,2018-05-18,f,
9811291,15530842,2018-07-22,t,$99.00
21838582,11771245,2018-12-07,f,
20430387,21006928,2018-06-11,f,
9841724,15669178,2018-05-07,t,$396.00
3751604,6762635,2018-08-28,t,$453.00
18837976,3008001,2018-04-15,f,
9971756,21122791,2019-01-10,t,$130.00
10985367,8606939,2018-10-20,f,
16876021,7453865,2018-06-28,f,
19938041,14659397,2018-11-28,f,
704646,12649516,2018-07-30,f,
12120687,19483670,2018-07-01,f,
11332834,193632,2018-04-28,f,
8121053,7046926,2018-08-13,f,
20893676,4005842,2018-03-26,f,
21758894,1639730,2018-08-16,f,
10682862,22792497,2018-09-20,t,$265.00
18265415,19395594,2018-07-26,t,$171.00
12965977,12556493,2018-12-15,f,
20997736,7297713,2019-01-09,t,$45.00
16443264,6096685,2018-12-27,f,
21641275,2904514,2019-01-05,f,
13722153,12612812,2018-03-30,t,$109.00
2216240,18765308,2018-11-21,f,
17649730,12246185,2018-09-18,f,
7719251,15355295,2018-07-04,t,$99.00
1565977,4718830,2018-05-29,f,
13618836,21195976,2018-04-19,f,
8910247,969098,2018-07-06,t,$500.00
10656234,9057376,2019-01-08,f,
19822853,6788349,2018-10-15,f,
19400759,7673658,2018-05-29,t,$53.00
20117210,20034082,2019-01-16,f,
20632859,297901,2018-07-22,f,
21761852,23034017,2018-07-15,f,
10048508,4792160,2018-11-22,f,
4119776,21050681,2019-02-14,f,
11792730,13862817,2018-05-02,f,
7418266,21782191,2019-02-28,f,
10397980,4696099,2018-07-13,f,
5980839,21320963,2018-04-27,f,
2921901,6356107,2018-12-21,f,
5423099,6303495,2018-04-02,f,
11759309,20031520,2018-10-02,f,
16790300,21331416,2018-11-21,f,
15872005,15018328,2018-03-27,f,
13556870,8920689,2018-10-15,t,$149.00
12405950,12824451,2018-04-11,f,
3314178,16919227,2018-03-30,t,$65.00
18913933,17622053,2018-03-09,f,
10882790,11162726,2018-04-25,f,
13250315,21207905,2018-12-03,f,
3066521,7498307,2018-08-11,t,$43.00
2910183,8145005,2018-12-02,t,$80.00
3015330,12103425,2018-11-04,f,
16716730,6761075,2018-12-02,f,
20726163,6076912,2019-03-03,t,$120.00
12470388,23143035,2018-09-25,f,
14048416,7018319,2018-05-15,f,
9101341,17151199,2018-11-04,t,$111.00
19798237,1792446,2018-06-08,f,
20232061,7526092,2018-10-18,f,
15446935,8467375,2018-10-22,f,
12184304,7605801,2019-01-27,f,
18058459,10030864,2018-12-14,t,$60.00
6893701,4536941,2018-04-30,t,$59.00
15941377,6091723,2019-03-05,f,
6748026,13542934,2018-05-29,f,
308349,7173393,2018-12-06,f,
18002510,19377935,2018-03-27,t,$157.00
16650752,12511610,2018-08-05,f,
8281806,21292099,2018-12-10,f,
15977671,23443215,2018-09-24,f,
17109918,9194061,2018-08-08,f,
4230167,12675991,2019-03-05,f,
19366035,22595606,2018-12-31,f,
2144683,17511634,2018-05-05,f,
13889659,20770398,2018-04-27,t,$66.00
12598798,18540503,2018-10-09,t,$22.00
5215490,13391104,2019-03-02,f,
5596145,19433932,2018-04-11,f,
5373341,23495826,2018-09-13,f,
630483,14214692,2018-10-20,f,
11518383,16438416,2018-12-18,t,$105.00
13903510,1927350,2018-05-16,f,
18057388,8769795,2018-11-19,t,$115.00
6280512,20350269,2018-04-19,f,
11362478,3189318,2019-02-06,t,$80.00
15800906,5987451,2019-01-11,t,$70.00
18441854,1349327,2018-06-23,t,$60.00
18527277,2444138,2018-07-08,t,$111.00
17095017,21472664,2018-05-12,f,
20711331,21435995,2018-09-03,f,
5116593,3778819,2018-10-28,f,
17596942,20540996,2018-05-18,f,
18223502,3692975,2018-08-23,f,
7047906,13695089,2018-10-31,f,
19731567,2429913,2019-02-03,f,
3398890,21732468,2019-02-25,f,
8631380,7588235,2019-01-04,f,
18529363,16749549,2018-06-22,f,
10078247,17140775,2018-07-18,t,$97.00
3885877,11112283,2018-12-09,t,$350.00
6791413,1734483,2019-02-06,t,$60.00
10140441,22398638,2019-02-25,f,
530974,3292792,2018-05-25,t,$50.00
18305737,6127581,2018-06-23,f,
15889057,22519984,2018-06-19,t,$22.00
607765,1616591,2019-01-05,t,$80.00
15591152,20082221,2018-07-16,t,$65.00
13699021,7570915,2018-06-22,f,
11819008,3045528,2018-05-02,f,
3660814,19281351,2019-02-05,f,
21538958,15865142,2018-05-04,t,$126.00
3080545,4621753,2018-11-07,f,
19228790,14013019,2018-06-25,f,
10628906,22667883,2018-09-16,t,$157.00
16241423,9400779,2018-12-04,f,
18795834,9377679,2018-08-24,t,$50.00
7575372,12031412,2018-09-12,t,$75.00
9298029,17739061,2018-10-30,f,
3684596,22585834,2018-10-31,f,
8525165,7715808,2018-07-25,f,
2555928,1000747,2018-07-26,f,
9181549,15242616,2018-04-01,f,
9997690,6813214,2018-04-01,f,
19682494,15283312,2018-05-24,f,
10730121,16077754,2019-02-17,t,$170.00
16481862,18154074,2018-05-24,f,
1900160,1755177,2018-04-07,f,
10614560,17256024,2018-03-12,f,
14226647,18446545,2018-10-25,f,
3102299,12807542,2018-09-09,f,
7295159,8437613,2019-01-10,f,
20454484,7748315,2018-06-30,t,$90.00
13392250,13490082,2019-01-31,t,$220.00
21025735,17534328,2019-02-03,t,$45.00
2303636,21871362,2018-11-06,f,
3418698,12929704,2018-08-21,f,
4824654,23231879,2018-11-15,f,
4172786,19967131,2018-09-25,t,$391.00
15779858,5540829,2018-07-13,f,
18832030,3444896,2018-05-03,f,
2682633,8346738,2018-06-30,f,
16111806,922116,2018-03-30,f,
12393496,16361454,2019-02-11,t,$105.00
20713694,2109669,2018-05-02,t,$80.00
9747687,1141559,2018-03-10,f,
12312247,10975874,2018-12-21,f,
11122634,21695501,2018-03-18,f,
5268156,6312377,2018-10-22,t,$115.00
9444564,23319393,2018-08-07,f,
14367193,17811011,2018-10-18,f,
15315525,10562432,2018-09-27,f,
8632005,774033,2018-11-07,f,
19677335,2700237,2018-08-21,f,
11187183,2202473,2018-05-13,f,
2620186,16850946,2018-05-11,f,
20244053,13907334,2019-01-07,f,
1352758,10063782,2018-10-14,f,
15903776,15444407,2018-03-12,f,
7161553,18886532,2018-06-26,t,$420.00
619525,9702321,2018-09-23,f,
16039148,15842982,2018-04-24,f,
10548287,3478870,2018-08-12,t,$300.00
13666968,19608285,2018-06-07,f,
16803432,7165975,2018-11-08,f,
459820,2055158,2018-05-26,f,
6570531,15329855,2018-09-15,f,
2723685,7426882,2019-01-10,f,
7450669,13740620,2018-05-22,f,
10517613,19675711,2018-10-19,f,
3088939,20351414,2018-04-15,f,
21454142,11249452,2019-02-28,f,
10370296,15049861,2019-01-06,f,
8945600,17774149,2018-09-08,f,
16763945,8207661,2019-02-02,f,
12771755,14066802,2019-01-25,f,
10170618,21508793,2019-02-22,f,
721635,9248594,2019-02-05,f,
12252827,9075385,2018-08-02,f,
2026615,7805420,2018-07-21,f,
15006272,1680202,2019-02-08,f,
859831,23066692,2018-05-28,f,
8215711,18815580,2019-02-28,f,
21318159,10151113,2018-04-07,f,
13107094,14573284,2018-04-14,f,
16382953,3346569,2019-01-15,t,$70.00
20360943,23315921,2018-09-01,t,$100.00
9459269,12242652,2018-05-18,f,
13004280,7855348,2018-10-24,f,
4485577,247764,2018-12-01,t,$70.00
16144214,18337912,2018-06-16,f,
950265,4212652,2018-09-17,t,$90.00
5437822,12541426,2019-01-13,f,
17244743,13049480,2018-04-23,f,
2457398,19588887,2019-02-21,f,
3452818,16640158,2018-05-21,t,$259.00
14019031,20021728,2018-11-15,f,
21667943,7852926,2018-09-08,t,$269.00
21603481,14027863,2018-06-28,f,
18485895,4384759,2018-11-22,t,$93.00
12719854,16804575,2018-04-06,f,
323768,17725810,2019-02-21,f,
17178258,6695354,2019-01-30,f,
11323071,22799336,2018-11-30,t,$69.00
6783923,4328154,2019-01-31,f,
10454877,4438342,2018-07-24,f,
6075428,22324184,2019-03-03,f,
456598,11352212,2018-03-24,f,
14144560,20273449,2018-09-02,f,
4887352,11805668,2019-03-04,f,
17972557,2027881,2018-04-19,f,
5429302,14164086,2018-05-18,t,$230.00
10693874,8316715,2018-09-13,t,$60.00
3998446,17458740,2019-01-24,f,
3720877,55071,2018-11-03,t,$130.00
18395511,23263111,2019-01-20,f,
15118871,7394704,2018-06-06,f,
4320037,6682734,2019-01-10,f,
6377954,21645012,2019-01-26,f,
17226495,22025752,2018-04-20,t,$67.00
6238091,13822273,2018-07-09,f,
12642820,8261102,2018-04-25,t,$40.00
17886428,636621,2018-04-08,t,$100.00
19154134,19361975,2018-12-16,f,
119968,13891515,2019-01-14,f,
5213414,3191423,2018-06-30,f,
1037033,12750139,2018-11-28,t,$130.00
12759817,16952860,2018-09-16,t,$130.00
771932,22056595,2018-04-18,t,$100.00
12345202,22914840,2018-07-08,t,$33.00
9491590,7587017,2018-10-12,f,
3498033,15364888,2018-06-03,f,
4656168,3800777,2018-12-27,f,
4840498,19929215,2018-07-18,f,
18175059,4386435,2018-06-22,f,
1961726,1469724,2018-07-15,f,
15054470,21026540,2018-10-22,t,$70.00
14202459,18820516,2018-05-02,t,$80.00
14916299,21860586,2018-06-15,f,
21009924,7960515,2018-06-28,f,
18975777,1360366,2018-09-05,t,$50.00
13803068,13459465,2018-05-11,f,
14845601,1005786,2018-04-20,t,$129.00
2156035,12719007,2018-03-28,f,
334759,3516893,2019-01-12,t,$186.00
19152162,13712444,2019-01-14,f,
19121292,18952232,2019-01-26,f,
20833542,4399965,2018-09-25,f,
4655548,1332162,2018-10-11,t,$95.00
7038783,23369232,2018-11-03,t,$400.00
82917,22443479,2018-08-31,f,
13106052,3086009,2018-03-09,f,
10017957,18648084,2018-07-13,f,
17350534,21157848,2018-06-14,f,
224686,23535683,2019-02-05,f,
7300599,4797344,2018-07-16,f,
16364250,21619231,2019-02-27,f,
17640393,13383618,2018-04-09,f,
17744937,602484,2018-11-30,t,$81.00
10306806,14117445,2018-12-03,f,
20846988,5835722,2019-02-08,f,
17902886,15557753,2019-03-07,f,
2883963,4723054,2018-11-18,f,
17187695,8588120,2018-08-02,f,
10445902,11450917,2019-01-15,t,$72.00
5116612,3778819,2018-10-09,f,
17408280,3152252,2018-04-05,f,
19156415,9043567,2018-07-28,t,$85.00
15659342,19463456,2018-11-02,f,
7819553,7202195,2018-08-08,f,
20110924,12226067,2018-10-05,t,$55.00
10138961,5714902,2018-03-16,t,$130.00
6951984,5237626,2018-07-01,t,$79.00
11060884,12227557,2018-05-21,t,$300.00
16993345,610548,2018-12-21,f,
9315143,19652272,2018-03-30,f,
19615928,15781991,2018-10-30,f,
12281514,3996925,2018-03-13,t,$35.00
2087348,18871532,2018-06-03,t,$100.00
8261138,13792017,2018-12-03,f,
8749721,2851021,2018-04-25,f,
5191585,19922231,2019-03-01,f,
1480255,7489835,2018-07-14,f,
21175555,871279,2018-10-21,f,
5734511,4552382,2018-03-11,f,
517215,18627511,2018-11-24,f,
179606,4578834,2018-11-26,f,
15963883,19321416,2019-01-17,t,$59.00
6595529,2001711,2018-12-18,f,
18767818,21527183,2018-07-03,t,$60.00
4852212,19824509,2018-12-22,f,
6352333,19926784,2019-01-06,f,
2736614,14199142,2018-08-09,f,
16428740,19386766,2018-09-15,f,
13334635,5346446,2018-12-01,t,$64.00
263881,12712981,2018-03-21,f,
2365683,23354238,2018-10-20,f,
7984699,22183175,2018-04-17,f,
19944709,2211944,2018-12-05,t,$45.00
19317605,18865127,2018-03-27,f,
14244039,22998577,2018-04-21,t,$125.00
8317713,3631372,2018-09-20,f,
9947469,22761823,2018-10-20,t,$99.00
10268454,5734276,2018-06-06,t,$159.00
11418716,13506988,2019-01-09,f,
12837542,7513191,2018-10-31,t,$65.00
9180512,2270231,2019-02-02,f,
4660952,15359147,2018-06-06,f,
115444,4530884,2018-11-14,f,
19810823,2197133,2018-10-17,f,
1130163,5912043,2018-10-04,f,
19709368,600546,2018-11-05,f,
2770021,10084879,2018-09-23,f,
667541,13444958,2018-04-20,f,
18097062,12749716,2018-03-09,t,$500.00
852279,7861573,2019-01-06,t,$317.00
14390463,21230195,2018-04-04,t,$149.00
19482532,11413431,2018-05-18,f,
3387016,19354295,2018-07-03,t,$50.00
20181070,13484932,2018-06-29,f,
6235955,21626091,2018-12-29,f,
13750503,19043017,2019-02-23,f,
21262218,5852972,2018-12-27,t,$130.00
21595899,16738262,2018-05-01,f,
14884238,22919373,2019-01-12,t,$89.00
1524880,19305298,2018-05-30,t,$55.00
9244291,615069,2018-05-09,f,
18814614,1064813,2018-04-16,f,
17398686,6073107,2018-12-24,t,$200.00
18521345,21944885,2018-10-08,f,
9322271,4505530,2018-07-21,f,
17189403,18727392,2018-09-06,f,
2820175,18253272,2018-08-17,f,
10157336,13203757,2018-10-10,f,
11161709,16640478,2019-02-26,t,$115.00
4278577,19382443,2019-01-21,t,$116.00
4929603,3726587,2018-06-02,f,
4894644,2242410,2018-12-23,f,
16409243,16584257,2018-05-08,t,$46.00
12580294,6981077,2019-01-24,t,$55.00
2456177,22556984,2018-08-25,t,$127.00
20341348,22565460,2018-04-05,f,
15884202,19757705,2018-06-17,f,
10720870,5611926,2018-12-09,f,
804023,11688167,2019-01-12,f,
11541146,6995135,2018-07-25,f,
5690989,1270666,2018-05-15,t,$160.00
19925412,20565561,2018-09-25,t,$89.00
9235629,9670774,2019-02-01,t,$250.00
6059556,13131822,2018-06-24,f,
5248687,5089326,2018-03-21,f,
4548948,6933288,2018-04-22,f,
12954532,4818965,2018-04-24,f,
7679589,8851179,2018-03-19,f,
19026269,13003545,2018-05-31,f,
10365962,18779803,2018-04-14,t,$300.00
19763972,4148849,2019-01-02,t,$79.00
19746580,7317231,2018-12-17,f,
1633502,21284530,2018-08-31,t,$100.00
10638756,9933124,2018-08-21,t,$175.00
18380609,18222230,2018-05-06,t,$172.00
5036189,21856497,2018-05-27,f,
19849630,7239111,2018-08-05,f,
8572853,20013152,2018-11-13,f,
19611982,9047125,2018-07-26,f,
2301740,10130478,2018-12-17,f,
1359048,9265282,2018-10-05,f,
432522,18816625,2018-03-09,f,
8008435,11209106,2018-04-06,f,
18938450,19834761,2018-10-22,f,
7191122,19731120,2018-05-14,t,$45.00
20737583,6824639,2018-09-27,f,
3135571,13119198,2018-06-02,f,
3425235,18573858,2018-10-06,f,
6730452,7340820,2018-07-31,f,
21018766,1934737,2018-04-03,f,
2008307,22474459,2018-12-06,f,
4026755,4657714,2018-10-26,t,$125.00
8872117,22544266,2018-12-05,f,
12569348,14970062,2018-05-19,f,
21797931,19370801,2018-08-31,f,
20775187,13275445,2018-11-10,t,$80.00
3021678,2499064,2018-07-21,t,$100.00
20422655,14812010,2018-07-08,f,
2608936,19324988,2018-05-30,t,$235.00
20215703,5900020,2018-09-08,t,"$3,000.00"
6019833,19648403,2018-12-04,f,
12484099,18116176,2019-03-02,f,
1594273,16234447,2018-11-16,f,
21089578,19975182,2018-07-08,f,
11872265,21847015,2018-05-16,f,
10397123,14660199,2018-10-22,f,
4848071,14046227,2018-10-02,f,
12680104,7877690,2019-03-02,t,$75.00
2401798,19651329,2018-10-22,t,$48.00
21341756,5772962,2018-07-14,f,
9615751,13454573,2018-08-28,f,
12257253,16038457,2018-08-15,f,
8399043,20207552,2019-02-07,f,
12547214,14330975,2018-03-31,f,
15993760,22273619,2018-06-18,f,
2044516,18731254,2018-09-27,f,
19825254,1287888,2018-12-21,t,$70.00
9432846,22384420,2018-07-20,t,$170.00
12913295,12117690,2018-04-16,f,
9665754,20064574,2018-05-26,f,
15517502,23137173,2018-06-22,t,$55.00
19717350,3253806,2018-10-22,f,
17299508,21567121,2018-04-08,f,
21489868,20823203,2018-10-30,f,
857874,10847742,2018-09-12,f,
11036347,11428616,2018-07-21,f,
10642794,22779562,2018-06-27,f,
3406812,11941359,2018-05-23,f,
654793,16237577,2018-03-24,t,$280.00
15126623,22263426,2018-05-18,t,$55.00
6033900,13121957,2018-10-18,f,
12017444,7429882,2018-06-10,f,
11211523,3189029,2018-08-22,f,
18626433,20041141,2018-08-24,f,
21371936,20498768,2018-12-05,f,
4746801,3187400,2018-03-30,f,
10028591,9101481,2018-08-03,f,
9541668,23230912,2018-08-04,f,
16157852,6355746,2018-09-26,f,
16755208,12255608,2019-03-07,f,
13643624,12745728,2018-05-14,f,
17955116,21627307,2018-10-13,t,$350.00
75138,23068285,2018-04-29,f,
7281026,19692783,2019-01-03,f,
19227590,23083033,2018-09-28,t,$50.00
15584015,7386827,2018-03-31,f,
20477492,5910722,2018-06-17,f,
8080442,15159855,2018-10-29,f,
9551954,2342259,2018-06-10,f,
18834677,9167820,2018-04-29,f,
14372491,14002934,2018-05-12,f,
21424999,11097698,2018-06-03,f,
8949259,13962714,2018-08-15,f,
5798226,13822843,2018-07-20,f,
13044601,6152927,2019-01-22,f,
19970369,19244299,2018-07-16,f,
6850757,16628696,2018-12-25,f,
18549149,18320247,2018-07-20,f,
18695626,3780798,2018-04-17,f,
10903836,4014474,2018-04-23,f,
20442297,5129518,2018-09-22,f,
11120168,21432854,2018-10-05,f,
12239653,9234758,2018-11-03,f,
1689788,8670715,2018-07-04,f,
5956346,21726848,2018-12-10,f,
8445107,21764501,2018-10-04,f,
7984489,22183175,2018-10-15,f,
10669323,12944794,2019-01-07,f,
15945881,10674695,2018-09-14,f,
16132462,19011997,2018-04-25,f,
14670588,22584952,2018-06-30,f,
11387828,11523466,2018-08-26,f,
9882761,9891654,2018-12-04,f,
9250648,1608893,2018-07-01,f,
21784169,19107421,2018-07-06,f,
4759170,17661896,2018-05-13,f,
11266094,6814836,2018-11-17,t,$240.00
16392612,20690952,2018-11-02,f,
690651,13449434,2018-12-26,f,
7950900,13420305,2018-11-20,f,
16115443,18165223,2018-10-23,f,
18437127,2641602,2019-02-19,t,$70.00
21698716,14080308,2018-08-01,f,
11529736,6473734,2018-11-10,t,$95.00
15610485,18663370,2018-07-09,t,$150.00
20659215,17741680,2018-07-12,f,
12550515,12202204,2018-03-16,f,
12394771,2334275,2018-10-06,f,
5685729,20799883,2018-09-14,f,
20161870,16538272,2019-01-10,f,
7557917,6520551,2018-06-01,f,
20783420,13424085,2018-04-21,f,
1779129,171765,2018-11-05,t,$66.00
21469053,3573641,2018-10-01,t,$95.00
9245752,19029817,2018-05-08,f,
18421826,1249964,2018-06-03,f,
13299705,14795780,2018-08-19,f,
16067157,12244446,2019-01-19,f,
16455568,16447353,2019-02-08,f,
2738667,10079696,2018-12-25,f,
10827890,11810010,2018-07-02,f,
3486909,4611110,2018-10-18,t,$50.00
21696778,3027626,2018-10-03,f,
5729698,1012930,2018-10-30,f,
10569045,21769040,2018-09-26,f,
2351406,7732027,2018-12-22,t,$130.00
20736933,2276169,2019-02-25,t,$31.00
17480724,7106402,2018-07-08,t,$72.00
2670116,23608888,2018-10-16,f,
17871934,19371414,2018-12-23,t,$127.00
11884304,1511284,2018-06-11,f,
16272534,7195469,2018-11-22,f,
12463609,6857967,2018-04-07,f,
16429896,7472511,2018-10-06,f,
715434,4260764,2019-02-01,t,$119.00
1720569,7288666,2018-04-17,f,
3462144,2020668,2018-09-01,t,$85.00
9886603,657858,2018-07-15,f,
1450921,23561144,2018-11-24,f,
20764284,19696150,2018-08-23,f,
4112869,17990713,2018-11-02,f,
18856950,3478539,2018-04-22,t,$65.00
7236790,12378489,2018-05-11,t,$100.00
17192773,17167673,2018-05-27,f,
3853093,713933,2018-08-09,t,$99.00
1601874,7424001,2018-06-24,f,
8397798,17033100,2018-06-26,f,
9547295,8417867,2018-03-16,f,
7141857,5722442,2018-05-14,t,$130.00
21744785,7539764,2018-06-05,f,
14721030,11633325,2018-06-18,f,
10374590,10097086,2018-08-08,f,
20255925,4886919,2018-06-30,f,
17447423,5645186,2019-01-07,t,$110.00
18465066,17582920,2018-12-16,t,$59.00
2215080,7740129,2018-04-23,t,$49.00
16158718,1529345,2018-09-18,f,
3442529,8101434,2018-07-25,f,
19791352,1536522,2018-04-19,t,$95.00
5146548,21879830,2018-10-18,f,
6599760,3657556,2019-01-27,t,$49.00
4954349,22611670,2018-07-20,f,
214532,10379210,2018-06-01,f,
20764464,19696150,2018-03-28,f,
20746989,21380271,2018-10-29,f,
11888847,10706233,2018-10-15,f,
4601568,933347,2019-02-21,t,$53.00
20968562,13325398,2018-11-10,f,
21461564,3690365,2018-04-29,f,
2402032,19651329,2018-04-09,f,
19575256,19148294,2018-05-05,f,
9803616,15981654,2018-10-25,f,
17645157,9321219,2018-04-14,t,$70.00
4957251,14878634,2018-09-02,t,$75.00
13209117,15142331,2018-09-21,f,
3322339,18188224,2018-07-26,f,
20797558,3071407,2018-06-15,t,$51.00
11420815,351291,2018-04-10,f,
12554242,6421029,2018-11-04,f,
4213955,805376,2019-01-09,f,
16940107,12700050,2018-12-05,f,
8426076,16497038,2018-11-24,f,
1843986,629392,2018-12-17,t,$85.00
5773534,23569712,2018-04-12,f,
3291636,8757558,2018-12-31,t,$150.00
12587339,13661725,2019-02-07,f,
14070861,11343050,2018-10-26,f,
442942,19313083,2018-03-30,t,$100.00
5614931,17487361,2018-10-03,f,
16585809,5936594,2019-01-23,t,$59.00
20334628,5562173,2018-11-10,f,
8169333,851820,2018-04-15,f,
6799098,5760513,2018-07-07,f,
20906459,2222472,2018-03-18,t,$75.00
4198628,78366,2018-11-18,t,$110.00
8514059,21643039,2018-11-01,f,
18659548,272269,2018-12-23,t,$150.00
11504815,434981,2019-01-09,f,
17846209,21331594,2018-12-18,f,
10894625,839818,2018-09-14,t,$115.00
11361984,18581044,2018-12-31,f,
10266734,17650832,2019-02-22,f,
20708119,6608556,2018-07-24,f,
3281817,22254575,2018-09-17,f,
6230991,20702086,2018-11-22,f,
7628232,21891905,2018-10-01,t,$120.00
11025844,12993201,2018-05-21,f,
20620285,9083439,2018-03-31,f,
1334573,13622725,2018-08-29,f,
17436376,7479556,2018-03-24,f,
12604602,12861458,2018-11-13,f,
3847653,7468978,2018-08-24,t,$190.00
15164693,7057656,2019-01-28,f,
8876941,21538869,2018-10-01,f,
1554172,18970459,2019-01-07,f,
10036484,22095612,2018-11-03,f,
20681715,13291861,2018-08-20,f,
2904497,590970,2018-08-11,f,
1018186,6768937,2018-04-22,f,
8314839,3046600,2018-10-18,t,$118.00
12039243,1663445,2018-11-26,t,$70.00
7420406,19947324,2018-04-19,t,$75.00
14198051,16696424,2018-05-15,f,
8211769,622477,2018-03-09,f,
13240945,11290859,2018-07-26,f,
8254305,4970414,2018-07-13,t,$75.00
20571714,16538145,2019-01-23,f,
1998403,1386123,2019-02-07,f,
3690865,19406539,2018-03-21,t,$69.00
12676955,9839285,2018-07-13,f,
17755587,9114906,2018-07-31,f,
17276453,21758497,2018-06-05,f,
19224859,7052178,2018-05-03,f,
1501437,7576998,2018-08-12,f,
809244,15507462,2018-09-20,f,
18878982,18399325,2018-08-26,t,$90.00
17760309,18816305,2018-06-23,f,
20984955,2311619,2019-02-25,f,
21179368,17315288,2019-01-27,f,
3896482,10483485,2018-07-12,f,
17134828,13271126,2018-06-06,f,
21193905,9689031,2018-06-15,t,$290.00
3126897,22563364,2018-05-04,f,
20372871,23479982,2019-02-04,t,$63.00
2189445,18316119,2018-08-30,f,
506585,8796272,2018-04-10,f,
20981071,6112511,2018-07-14,f,
16463139,1022898,2019-02-20,f,
4648061,6253011,2018-09-16,t,$120.00
7113612,13027660,2018-10-23,f,
10830211,5427632,2019-01-20,t,$70.00
16836913,509391,2018-08-15,t,$65.00
9096838,7159885,2018-04-26,f,
2377381,2047599,2018-10-01,f,
8945517,17774149,2018-11-30,f,
13781688,23489328,2019-02-18,f,
18515665,21960622,2018-05-01,f,
4566506,9916539,2018-03-15,f,
18477313,15785215,2018-12-27,f,
11481836,22792480,2019-01-31,f,
4861756,19312311,2018-03-28,f,
18555816,5216791,2018-04-30,t,$58.00
7580735,19670199,2018-12-17,f,
7951429,7784415,2018-06-11,f,
15694610,18050910,2018-04-01,f,
8428040,20205499,2018-05-09,t,$134.00
10926205,18864233,2018-05-17,f,
3341522,2205400,2018-04-30,f,
3016859,13385073,2018-10-23,f,
2150797,13658271,2019-01-13,f,
2180152,3460469,2019-01-03,f,
1766557,562783,2018-04-18,f,
15165315,14862414,2018-05-15,f,
5100314,3654070,2018-06-06,t,$50.00
17605998,15520357,2019-02-24,f,
6852486,23116064,2018-03-31,f,
15467203,1361778,2019-01-12,t,$200.00
11520328,22432347,2018-06-25,f,
10611597,10308241,2018-04-24,f,
4711278,1430728,2018-04-10,f,
6278300,16424409,2019-01-05,t,$60.00
